REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2020/10/14 06:30:00,7391.33,108.41,TRADE
NSW1,2020/10/14 07:00:00,7524.35,60.18,TRADE
NSW1,2020/10/14 07:30:00,7442.69,38.27,TRADE
NSW1,2020/10/14 08:00:00,7208.94,38.03,TRADE
NSW1,2020/10/14 08:30:00,7156.64,37.76,TRADE
NSW1,2020/10/14 09:00:00,7060,40.19,TRADE
NSW1,2020/10/14 09:30:00,7004.64,40.41,TRADE
NSW1,2020/10/14 10:00:00,6944.75,47.07,TRADE
NSW1,2020/10/14 10:30:00,6811.86,35.65,TRADE
NSW1,2020/10/14 11:00:00,6724.73,45.14,TRADE
NSW1,2020/10/14 11:30:00,6719.19,43.05,TRADE
NSW1,2020/10/14 12:00:00,6679.49,71.70,TRADE
NSW1,2020/10/14 12:30:00,6609.48,35.76,TRADE
NSW1,2020/10/14 13:00:00,6617.2,34.97,TRADE
NSW1,2020/10/14 13:30:00,6612.71,33.19,TRADE
NSW1,2020/10/14 14:00:00,6646.31,33.35,TRADE
NSW1,2020/10/14 14:30:00,6690.66,35.11,TRADE
NSW1,2020/10/14 15:00:00,6901.15,40.40,TRADE
NSW1,2020/10/14 15:30:00,7051.48,35.23,TRADE
NSW1,2020/10/14 16:00:00,7316.18,42.18,TRADE
NSW1,2020/10/14 16:30:00,7598.46,55.08,TRADE
NSW1,2020/10/14 17:00:00,7916.18,82.52,TRADE
NSW1,2020/10/14 17:30:00,8070.91,76.93,TRADE
NSW1,2020/10/14 18:00:00,8182.05,72.53,TRADE
NSW1,2020/10/14 18:30:00,8192.77,57.86,TRADE
NSW1,2020/10/14 19:00:00,8231.45,63.87,TRADE
NSW1,2020/10/14 19:30:00,8084.49,53.67,TRADE
NSW1,2020/10/14 20:00:00,7892.13,47.42,TRADE
NSW1,2020/10/14 20:30:00,7712.62,41.45,TRADE
NSW1,2020/10/14 21:00:00,7461.97,37.91,TRADE
NSW1,2020/10/14 21:30:00,7452.47,40.31,TRADE
NSW1,2020/10/14 22:00:00,7227.23,39.02,TRADE
NSW1,2020/10/14 22:30:00,7252.8,38.89,TRADE
NSW1,2020/10/14 23:00:00,7174.21,39.05,TRADE
NSW1,2020/10/14 23:30:00,7040.14,38.53,TRADE
NSW1,2020/10/15 00:00:00,6947.57,39.16,TRADE
NSW1,2020/10/15 00:30:00,6811.06,41.21,TRADE
NSW1,2020/10/15 01:00:00,6636.95,39.53,TRADE
NSW1,2020/10/15 01:30:00,6400.69,38.11,TRADE
NSW1,2020/10/15 02:00:00,6159.87,37.47,TRADE
NSW1,2020/10/15 02:30:00,6025.91,36.56,TRADE
NSW1,2020/10/15 03:00:00,5973.78,38.03,TRADE
NSW1,2020/10/15 03:30:00,5955.69,38.12,TRADE
NSW1,2020/10/15 04:00:00,5998.7,38.51,TRADE
NSW1,2020/10/15 04:30:00,6186.82,40.95,TRADE
NSW1,2020/10/15 05:00:00,6387.46,38.80,TRADE
NSW1,2020/10/15 05:30:00,6865.33,49.53,TRADE
NSW1,2020/10/15 06:00:00,7188.39,50.91,TRADE
NSW1,2020/10/15 06:30:00,7358.33,39.60,TRADE
NSW1,2020/10/15 07:00:00,7415.91,38.14,TRADE
NSW1,2020/10/15 07:30:00,7351.95,37.42,TRADE
NSW1,2020/10/15 08:00:00,7092.54,35.97,TRADE
NSW1,2020/10/15 08:30:00,6947.75,26.82,TRADE
NSW1,2020/10/15 09:00:00,6801.39,34.61,TRADE
NSW1,2020/10/15 09:30:00,6689.07,37.45,TRADE
NSW1,2020/10/15 10:00:00,6609.26,43.72,TRADE
NSW1,2020/10/15 10:30:00,6450.8,36.76,TRADE
NSW1,2020/10/15 11:00:00,6415.75,38.68,TRADE
NSW1,2020/10/15 11:30:00,6397.51,38.29,TRADE
NSW1,2020/10/15 12:00:00,6446.45,34.88,TRADE
NSW1,2020/10/15 12:30:00,6545.8,38.59,TRADE
NSW1,2020/10/15 13:00:00,6621.98,40.61,TRADE
NSW1,2020/10/15 13:30:00,6758.71,38.89,TRADE
NSW1,2020/10/15 14:00:00,6864.51,38.88,TRADE
NSW1,2020/10/15 14:30:00,7145.3,50.61,TRADE
NSW1,2020/10/15 15:00:00,7602.49,59.09,TRADE
NSW1,2020/10/15 15:30:00,7760.25,52.29,TRADE
NSW1,2020/10/15 16:00:00,7890.85,40,TRADE
NSW1,2020/10/15 16:30:00,7963.67,51.49,TRADE
NSW1,2020/10/15 17:00:00,8271.49,60.47,TRADE
NSW1,2020/10/15 17:30:00,8416.56,50.32,TRADE
NSW1,2020/10/15 18:00:00,8519.96,57.32,TRADE
NSW1,2020/10/15 18:30:00,8449.04,64.29,TRADE
NSW1,2020/10/15 19:00:00,8520.02,93.03,TRADE
NSW1,2020/10/15 19:30:00,8338.22,63.65,TRADE
NSW1,2020/10/15 20:00:00,8127.96,46.63,TRADE
NSW1,2020/10/15 20:30:00,7882.47,52.38,TRADE
NSW1,2020/10/15 21:00:00,7639.71,48.56,TRADE
NSW1,2020/10/15 21:30:00,7540.95,48.58,TRADE
NSW1,2020/10/15 22:00:00,7345.43,43.29,TRADE
NSW1,2020/10/15 22:30:00,7355.66,53.06,TRADE
NSW1,2020/10/15 23:00:00,7285.18,49.16,TRADE
NSW1,2020/10/15 23:30:00,7151.67,46.82,TRADE
NSW1,2020/10/16 00:00:00,7025.4,44.98,TRADE
NSW1,2020/10/16 00:30:00,6904.39,39.41,TRADE
NSW1,2020/10/16 01:00:00,6761.52,39.13,TRADE
NSW1,2020/10/16 01:30:00,6486.98,39.12,TRADE
NSW1,2020/10/16 02:00:00,6286.06,39.47,TRADE
NSW1,2020/10/16 02:30:00,6133.76,38.43,TRADE
NSW1,2020/10/16 03:00:00,6016.77,38.54,TRADE
NSW1,2020/10/16 03:30:00,5981.59,38.46,TRADE
NSW1,2020/10/16 04:00:00,6074.03,38.45,TRADE
NSW1,2020/10/16 04:30:00,6233.44,39.22,TRADE
NSW1,2020/10/16 05:00:00,6514.23,41.12,TRADE
NSW1,2020/10/16 05:30:00,6903.13,47.34,TRADE
NSW1,2020/10/16 06:00:00,7236.53,41.75,TRADE
NSW1,2020/10/16 06:30:00,7579.55,50.71,TRADE
NSW1,2020/10/16 07:00:00,7748.67,61.90,TRADE
NSW1,2020/10/16 07:30:00,7767.33,47.38,TRADE
NSW1,2020/10/16 08:00:00,7793.9,55.34,TRADE
NSW1,2020/10/16 08:30:00,7734.13,46.99,TRADE
NSW1,2020/10/16 09:00:00,7617.48,38.93,TRADE
NSW1,2020/10/16 09:30:00,7525.19,38.64,TRADE
NSW1,2020/10/16 10:00:00,7419.48,39.23,TRADE
NSW1,2020/10/16 10:30:00,7274.46,39.25,TRADE
NSW1,2020/10/16 11:00:00,7144.58,38.52,TRADE
NSW1,2020/10/16 11:30:00,7094.78,57.96,TRADE
NSW1,2020/10/16 12:00:00,7186.02,54.91,TRADE
NSW1,2020/10/16 12:30:00,7120.99,38.82,TRADE
NSW1,2020/10/16 13:00:00,6993.33,42.52,TRADE
NSW1,2020/10/16 13:30:00,7223.34,51.39,TRADE
NSW1,2020/10/16 14:00:00,7286.25,54.86,TRADE
NSW1,2020/10/16 14:30:00,7282.79,55.11,TRADE
NSW1,2020/10/16 15:00:00,7358.12,79.94,TRADE
NSW1,2020/10/16 15:30:00,7537.26,83.41,TRADE
NSW1,2020/10/16 16:00:00,7749.96,57.50,TRADE
NSW1,2020/10/16 16:30:00,7802.17,71.98,TRADE
NSW1,2020/10/16 17:00:00,7947.64,131.54,TRADE
NSW1,2020/10/16 17:30:00,8013.4,64.07,TRADE
NSW1,2020/10/16 18:00:00,8130.88,43.53,TRADE
NSW1,2020/10/16 18:30:00,8139.13,48.17,TRADE
NSW1,2020/10/16 19:00:00,8096.78,49.42,TRADE
NSW1,2020/10/16 19:30:00,7850.46,39.73,TRADE
NSW1,2020/10/16 20:00:00,7701.13,39.61,TRADE
NSW1,2020/10/16 20:30:00,7593.51,39.06,TRADE
NSW1,2020/10/16 21:00:00,7436.81,39.13,TRADE
NSW1,2020/10/16 21:30:00,7431.78,40.32,TRADE
NSW1,2020/10/16 22:00:00,7228.35,38.90,TRADE
NSW1,2020/10/16 22:30:00,7319.14,43.10,TRADE
NSW1,2020/10/16 23:00:00,7278.34,40.03,TRADE
NSW1,2020/10/16 23:30:00,7131.76,40.52,TRADE
NSW1,2020/10/17 00:00:00,7045.53,42.73,TRADE
NSW1,2020/10/17 00:30:00,6897.13,46.42,TRADE
NSW1,2020/10/17 01:00:00,6670.95,44.87,TRADE
NSW1,2020/10/17 01:30:00,6423.64,49.78,TRADE
NSW1,2020/10/17 02:00:00,6092.4,45.23,TRADE
NSW1,2020/10/17 02:30:00,5981.96,48.67,TRADE
NSW1,2020/10/17 03:00:00,5918.15,47.30,TRADE
NSW1,2020/10/17 03:30:00,5787.61,38.76,TRADE
NSW1,2020/10/17 04:00:00,5813.9,38.72,TRADE
NSW1,2020/10/17 04:30:00,5910.94,44.20,TRADE
NSW1,2020/10/17 05:00:00,6035.86,48.06,TRADE
NSW1,2020/10/17 05:30:00,6202.61,47.76,TRADE
NSW1,2020/10/17 06:00:00,6349.88,46.65,TRADE
NSW1,2020/10/17 06:30:00,6516.44,43.39,TRADE
NSW1,2020/10/17 07:00:00,6675.03,42.29,TRADE
NSW1,2020/10/17 07:30:00,6828.14,43.40,TRADE
NSW1,2020/10/17 08:00:00,6919.4,47.19,TRADE
NSW1,2020/10/17 08:30:00,6935.3,43.49,TRADE
NSW1,2020/10/17 09:00:00,6756.25,39.17,TRADE
NSW1,2020/10/17 09:30:00,6580.95,37.66,TRADE
NSW1,2020/10/17 10:00:00,6426.82,34.96,TRADE
NSW1,2020/10/17 10:30:00,6111.89,15.58,TRADE
NSW1,2020/10/17 11:00:00,6026.28,22.58,TRADE
NSW1,2020/10/17 11:30:00,6018.6,15.05,TRADE
NSW1,2020/10/17 12:00:00,5931.28,20.51,TRADE
NSW1,2020/10/17 12:30:00,5982.01,30.96,TRADE
NSW1,2020/10/17 13:00:00,6094.06,35.69,TRADE
NSW1,2020/10/17 13:30:00,6180.51,36.56,TRADE
NSW1,2020/10/17 14:00:00,6361.86,38.44,TRADE
NSW1,2020/10/17 14:30:00,6585.96,38.48,TRADE
NSW1,2020/10/17 15:00:00,6920.13,38.61,TRADE
NSW1,2020/10/17 15:30:00,7193.74,39.84,TRADE
NSW1,2020/10/17 16:00:00,7413.95,40,TRADE
NSW1,2020/10/17 16:30:00,7529.31,39.84,TRADE
NSW1,2020/10/17 17:00:00,7664.07,39.54,TRADE
NSW1,2020/10/17 17:30:00,7797.47,47.36,TRADE
NSW1,2020/10/17 18:00:00,7876.13,50.24,TRADE
NSW1,2020/10/17 18:30:00,7898.85,48.02,TRADE
NSW1,2020/10/17 19:00:00,7878.2,45.96,TRADE
NSW1,2020/10/17 19:30:00,7644.61,41.54,TRADE
NSW1,2020/10/17 20:00:00,7456.54,38.24,TRADE
NSW1,2020/10/17 20:30:00,7329.63,38.54,TRADE
NSW1,2020/10/17 21:00:00,7196.81,38.32,TRADE
NSW1,2020/10/17 21:30:00,7105.38,37.18,TRADE
NSW1,2020/10/17 22:00:00,7021.36,35.98,TRADE
NSW1,2020/10/17 22:30:00,6889.89,37.73,TRADE
NSW1,2020/10/17 23:00:00,6743.9,35.48,TRADE
NSW1,2020/10/17 23:30:00,6664.13,39.54,TRADE
NSW1,2020/10/18 00:00:00,6564.93,38.59,TRADE
NSW1,2020/10/18 00:30:00,6383.97,40.40,TRADE
NSW1,2020/10/18 01:00:00,6230.83,38.37,TRADE
NSW1,2020/10/18 01:30:00,6019.13,38.03,TRADE
NSW1,2020/10/18 02:00:00,5815.54,35.95,TRADE
NSW1,2020/10/18 02:30:00,5729.94,38.06,TRADE
NSW1,2020/10/18 03:00:00,5647.57,35.50,TRADE
NSW1,2020/10/18 03:30:00,5619.28,35.49,TRADE
NSW1,2020/10/18 04:00:00,5613.09,39.12,TRADE
NSW1,2020/10/18 04:30:00,5592.78,38.66,TRADE
NSW1,2020/10/18 05:00:00,5696.69,39.61,TRADE
NSW1,2020/10/18 05:30:00,5818.28,38.93,TRADE
NSW1,2020/10/18 06:00:00,5970.1,39.45,TRADE
NSW1,2020/10/18 06:30:00,6056.37,35.46,TRADE
NSW1,2020/10/18 07:00:00,6235.6,38.11,TRADE
NSW1,2020/10/18 07:30:00,6391.68,38.04,TRADE
NSW1,2020/10/18 08:00:00,6541.66,38.60,TRADE
NSW1,2020/10/18 08:30:00,6615.21,38.01,TRADE
NSW1,2020/10/18 09:00:00,6651.1,38.01,TRADE
NSW1,2020/10/18 09:30:00,6615.47,37.43,TRADE
NSW1,2020/10/18 10:00:00,6541.4,38.61,TRADE
NSW1,2020/10/18 10:30:00,6585.9,37.12,TRADE
NSW1,2020/10/18 11:00:00,6511.16,36.11,TRADE
NSW1,2020/10/18 11:30:00,6413.73,36.56,TRADE
NSW1,2020/10/18 12:00:00,6235.25,32.78,TRADE
NSW1,2020/10/18 12:30:00,6212.02,33.92,TRADE
NSW1,2020/10/18 13:00:00,6168.55,25.78,TRADE
NSW1,2020/10/18 13:30:00,6090.24,14.03,TRADE
NSW1,2020/10/18 14:00:00,6337.76,23.76,TRADE
NSW1,2020/10/18 14:30:00,6448.53,17.27,TRADE
NSW1,2020/10/18 15:00:00,6517.37,20.08,TRADE
NSW1,2020/10/18 15:30:00,6665.19,41.55,TRADE
NSW1,2020/10/18 16:00:00,6852.89,37.91,TRADE
NSW1,2020/10/18 16:30:00,7036.48,35.06,TRADE
NSW1,2020/10/18 17:00:00,7360.13,42.89,TRADE
NSW1,2020/10/18 17:30:00,7617.1,45.42,TRADE
NSW1,2020/10/18 18:00:00,7775.43,48.96,TRADE
NSW1,2020/10/18 18:30:00,7833.12,59.07,TRADE
NSW1,2020/10/18 19:00:00,7794.27,65.57,TRADE
NSW1,2020/10/18 19:30:00,7644.62,62.50,TRADE
NSW1,2020/10/18 20:00:00,7487.71,44.07,TRADE
NSW1,2020/10/18 20:30:00,7302.51,41.80,TRADE
NSW1,2020/10/18 21:00:00,7122.32,40.49,TRADE
NSW1,2020/10/18 21:30:00,6980.82,38.60,TRADE
NSW1,2020/10/18 22:00:00,6848.03,38.69,TRADE
NSW1,2020/10/18 22:30:00,6842.68,39.03,TRADE
NSW1,2020/10/18 23:00:00,6699.1,41.32,TRADE
NSW1,2020/10/18 23:30:00,6551.93,39.77,TRADE
NSW1,2020/10/19 00:00:00,6514.15,39.82,TRADE
NSW1,2020/10/19 00:30:00,6390.1,39.43,TRADE
NSW1,2020/10/19 01:00:00,6229.91,40.37,TRADE
NSW1,2020/10/19 01:30:00,6033.97,38.85,TRADE
NSW1,2020/10/19 02:00:00,5877.2,38.83,TRADE
NSW1,2020/10/19 02:30:00,5773.74,39.72,TRADE
NSW1,2020/10/19 03:00:00,5712.18,38.59,TRADE
NSW1,2020/10/19 03:30:00,5781.97,40.55,TRADE
NSW1,2020/10/19 04:00:00,5855.41,43.22,TRADE
NSW1,2020/10/19 04:30:00,6065.65,43.39,TRADE
NSW1,2020/10/19 05:00:00,6348.63,44.92,TRADE
NSW1,2020/10/19 05:30:00,6794.92,50.87,TRADE
NSW1,2020/10/19 06:00:00,7229.05,76.29,TRADE
NSW1,2020/10/19 06:30:00,7441.18,61.30,TRADE
NSW1,2020/10/19 07:00:00,7621.71,68.63,TRADE
NSW1,2020/10/19 07:30:00,7639.93,45.26,TRADE
NSW1,2020/10/19 08:00:00,7553.7,41.88,TRADE
NSW1,2020/10/19 08:30:00,7469.25,39.84,TRADE
NSW1,2020/10/19 09:00:00,7401.32,40.61,TRADE
NSW1,2020/10/19 09:30:00,7291.02,43.51,TRADE
NSW1,2020/10/19 10:00:00,7158.86,39.96,TRADE
NSW1,2020/10/19 10:30:00,7085.16,39.91,TRADE
NSW1,2020/10/19 11:00:00,6911.67,38.38,TRADE
NSW1,2020/10/19 11:30:00,6848.71,53.23,TRADE
NSW1,2020/10/19 12:00:00,6841.42,60.53,TRADE
NSW1,2020/10/19 12:30:00,6800.14,62.45,TRADE
NSW1,2020/10/19 13:00:00,6671.79,44.16,TRADE
NSW1,2020/10/19 13:30:00,6588.15,37.88,TRADE
NSW1,2020/10/19 14:00:00,6579.49,39.31,TRADE
NSW1,2020/10/19 14:30:00,6652.07,38.81,TRADE
NSW1,2020/10/19 15:00:00,6885.12,38.66,TRADE
NSW1,2020/10/19 15:30:00,7085.4,40.19,TRADE
NSW1,2020/10/19 16:00:00,7320.07,42.27,TRADE
NSW1,2020/10/19 16:30:00,7565.11,40.02,TRADE
NSW1,2020/10/19 17:00:00,7935.04,46.50,TRADE
NSW1,2020/10/19 17:30:00,8114.87,51.46,TRADE
NSW1,2020/10/19 18:00:00,8265.48,58.45,TRADE
NSW1,2020/10/19 18:30:00,8252.17,69.43,TRADE
NSW1,2020/10/19 19:00:00,8169.59,80.63,TRADE
NSW1,2020/10/19 19:30:00,8037.93,65.23,TRADE
NSW1,2020/10/19 20:00:00,7845.87,64.27,TRADE
NSW1,2020/10/19 20:30:00,7673.46,46.15,TRADE
NSW1,2020/10/19 21:00:00,7423.21,41.93,TRADE
NSW1,2020/10/19 21:30:00,7376.69,39.12,TRADE
NSW1,2020/10/19 22:00:00,7266.89,39.88,TRADE
NSW1,2020/10/19 22:30:00,7233.3,41.83,TRADE
NSW1,2020/10/19 23:00:00,7174.88,40.82,TRADE
NSW1,2020/10/19 23:30:00,7053.59,38.71,TRADE
NSW1,2020/10/20 00:00:00,7051.37,39.11,TRADE
NSW1,2020/10/20 00:30:00,6919.72,39.07,TRADE
NSW1,2020/10/20 01:00:00,6751.36,39.21,TRADE
NSW1,2020/10/20 01:30:00,6457.22,40.12,TRADE
NSW1,2020/10/20 02:00:00,6189.94,39.47,TRADE
NSW1,2020/10/20 02:30:00,6067.59,40.01,TRADE
NSW1,2020/10/20 03:00:00,5944.14,37.65,TRADE
NSW1,2020/10/20 03:30:00,5945.53,38.32,TRADE
NSW1,2020/10/20 04:00:00,6009.39,37.19,TRADE
NSW1,2020/10/20 04:30:00,6218.33,40.05,TRADE
NSW1,2020/10/20 05:00:00,6465.95,41.57,TRADE
NSW1,2020/10/20 05:30:00,6925.2,49.42,TRADE
NSW1,2020/10/20 06:00:00,7318.04,69.62,TRADE
NSW1,2020/10/20 06:30:00,7489.56,74.17,TRADE
NSW1,2020/10/20 07:00:00,7647.95,45.04,TRADE
NSW1,2020/10/20 07:30:00,7597.2,38.96,TRADE
NSW1,2020/10/20 08:00:00,7443.16,36.52,TRADE
NSW1,2020/10/20 08:30:00,7362.88,39.51,TRADE
NSW1,2020/10/20 09:00:00,7324.65,42.56,TRADE
NSW1,2020/10/20 09:30:00,7360.26,43.53,TRADE
NSW1,2020/10/20 10:00:00,7315.08,50.60,TRADE
NSW1,2020/10/20 10:30:00,7242.24,50.47,TRADE
NSW1,2020/10/20 11:00:00,7116.09,49.24,TRADE
NSW1,2020/10/20 11:30:00,7057.6,48.21,TRADE
NSW1,2020/10/20 12:00:00,6969.74,52.40,TRADE
NSW1,2020/10/20 12:30:00,6728.02,38.87,TRADE
NSW1,2020/10/20 13:00:00,6641.33,38.39,TRADE
NSW1,2020/10/20 13:30:00,6639.6,38.09,TRADE
NSW1,2020/10/20 14:00:00,6621.38,38.91,TRADE
NSW1,2020/10/20 14:30:00,6575.46,38.49,TRADE
NSW1,2020/10/20 15:00:00,6765.53,38.80,TRADE
NSW1,2020/10/20 15:30:00,6942.15,39.04,TRADE
NSW1,2020/10/20 16:00:00,7178.68,40.20,TRADE
NSW1,2020/10/20 16:30:00,7465.99,41.33,TRADE
NSW1,2020/10/20 17:00:00,7841.47,56.66,TRADE
NSW1,2020/10/20 17:30:00,8027.65,54.95,TRADE
NSW1,2020/10/20 18:00:00,8263.87,179.76,TRADE
NSW1,2020/10/20 18:30:00,8231.31,231.12,TRADE
NSW1,2020/10/20 19:00:00,8240.79,216.75,TRADE
NSW1,2020/10/20 19:30:00,8146.6,85.59,TRADE
NSW1,2020/10/20 20:00:00,7920.8,71.53,TRADE
NSW1,2020/10/20 20:30:00,7762.5,65.77,TRADE
NSW1,2020/10/20 21:00:00,7501.1,69.78,TRADE
NSW1,2020/10/20 21:30:00,7452.2,104.53,TRADE
NSW1,2020/10/20 22:00:00,7350.3,58.10,TRADE
NSW1,2020/10/20 22:30:00,7341.32,64.96,TRADE
NSW1,2020/10/20 23:00:00,7270.1,53.59,TRADE
NSW1,2020/10/20 23:30:00,7169.35,59.19,TRADE
NSW1,2020/10/21 00:00:00,7099.38,87.11,TRADE
NSW1,2020/10/21 00:30:00,6984.95,50.62,TRADE
NSW1,2020/10/21 01:00:00,6817.44,48.27,TRADE
NSW1,2020/10/21 01:30:00,6567.28,54.06,TRADE
NSW1,2020/10/21 02:00:00,6291.3,54.38,TRADE
NSW1,2020/10/21 02:30:00,6111.97,56.13,TRADE
NSW1,2020/10/21 03:00:00,5979.34,57.72,TRADE
NSW1,2020/10/21 03:30:00,5935.98,55.61,TRADE
NSW1,2020/10/21 04:00:00,6024.67,62.86,TRADE
NSW1,2020/10/21 04:30:00,6205.98,85.27,TRADE
NSW1,2020/10/21 05:00:00,6487.7,144.08,TRADE
NSW1,2020/10/21 05:30:00,6877.53,244.44,TRADE
NSW1,2020/10/21 06:00:00,7208.21,224.29,TRADE
NSW1,2020/10/21 06:30:00,7380.58,313.39,TRADE
NSW1,2020/10/21 07:00:00,7411,298.90,TRADE
NSW1,2020/10/21 07:30:00,7279.61,178.26,TRADE
NSW1,2020/10/21 08:00:00,6974.9,55.05,TRADE
NSW1,2020/10/21 08:30:00,6831.62,48.44,TRADE
NSW1,2020/10/21 09:00:00,6701.17,50.09,TRADE
NSW1,2020/10/21 09:30:00,6556.44,42.61,TRADE
NSW1,2020/10/21 10:00:00,6414.33,38.82,TRADE
NSW1,2020/10/21 10:30:00,6284.9,39.56,TRADE
NSW1,2020/10/21 11:00:00,6252.04,40.67,TRADE
NSW1,2020/10/21 11:30:00,6249.87,46.27,TRADE
NSW1,2020/10/21 12:00:00,6275.54,44.37,TRADE
NSW1,2020/10/21 12:30:00,6261.5,41.14,TRADE
NSW1,2020/10/21 13:00:00,6284.53,42.07,TRADE
NSW1,2020/10/21 13:30:00,6379.77,45.28,TRADE
NSW1,2020/10/21 14:00:00,6537.66,52.80,TRADE
NSW1,2020/10/21 14:30:00,6684.15,57.28,TRADE
NSW1,2020/10/21 15:00:00,6861.59,49.14,TRADE
NSW1,2020/10/21 15:30:00,7067.75,48.90,TRADE
NSW1,2020/10/21 16:00:00,7353.61,46.95,TRADE
NSW1,2020/10/21 16:30:00,7615.74,46.32,TRADE
NSW1,2020/10/21 17:00:00,8023.41,65.43,TRADE
NSW1,2020/10/21 17:30:00,8119.55,62.93,TRADE
NSW1,2020/10/21 18:00:00,8241.98,65.71,TRADE
NSW1,2020/10/21 18:30:00,8252.13,151.82,TRADE
NSW1,2020/10/21 19:00:00,8268.43,201.98,TRADE
NSW1,2020/10/21 19:30:00,8098,82.74,TRADE
NSW1,2020/10/21 20:00:00,7958.63,72.08,TRADE
NSW1,2020/10/21 20:30:00,7701.35,50.79,TRADE
NSW1,2020/10/21 21:00:00,7526.63,50.13,TRADE
NSW1,2020/10/21 21:30:00,7407.17,46.54,TRADE
NSW1,2020/10/21 22:00:00,7292.79,46.13,TRADE
NSW1,2020/10/21 22:30:00,7284.18,67.52,TRADE
NSW1,2020/10/21 23:00:00,7209.67,53.58,TRADE
NSW1,2020/10/21 23:30:00,7126.35,56.90,TRADE
NSW1,2020/10/22 00:00:00,7056.13,49.66,TRADE
NSW1,2020/10/22 00:30:00,6935.45,47.44,TRADE
NSW1,2020/10/22 01:00:00,6760.55,41.30,TRADE
NSW1,2020/10/22 01:30:00,6449.95,38,TRADE
NSW1,2020/10/22 02:00:00,6274.7,39.39,TRADE
NSW1,2020/10/22 02:30:00,6124.08,40.12,TRADE
NSW1,2020/10/22 03:00:00,6025.06,38.93,TRADE
NSW1,2020/10/22 03:30:00,6003.87,44.86,TRADE
NSW1,2020/10/22 04:00:00,6076.89,47.76,TRADE
NSW1,2020/10/22 04:30:00,6267.44,50.30,TRADE
NSW1,2020/10/22 05:00:00,6533.42,48.78,TRADE
NSW1,2020/10/22 05:30:00,6949.93,51.14,TRADE
NSW1,2020/10/22 06:00:00,7277.1,225.77,TRADE
NSW1,2020/10/22 06:30:00,7501.8,60.45,TRADE
NSW1,2020/10/22 07:00:00,7616.7,64.80,TRADE
NSW1,2020/10/22 07:30:00,7608.56,47.99,TRADE
NSW1,2020/10/22 08:00:00,7566.47,46.78,TRADE
NSW1,2020/10/22 08:30:00,7508.39,49.90,TRADE
NSW1,2020/10/22 09:00:00,7363.12,41.95,TRADE
NSW1,2020/10/22 09:30:00,7243.28,42.86,TRADE
NSW1,2020/10/22 10:00:00,7113.97,39.85,TRADE
NSW1,2020/10/22 10:30:00,7072.77,41.62,TRADE
NSW1,2020/10/22 11:00:00,6918.04,46.56,TRADE
NSW1,2020/10/22 11:30:00,6773.65,40.82,TRADE
NSW1,2020/10/22 12:00:00,6687.87,40.72,TRADE
NSW1,2020/10/22 12:30:00,6690.18,44.54,TRADE
NSW1,2020/10/22 13:00:00,6661.33,54.75,TRADE
NSW1,2020/10/22 13:30:00,6696.26,60.59,TRADE
NSW1,2020/10/22 14:00:00,6791.18,57.52,TRADE
NSW1,2020/10/22 14:30:00,6899.07,49.45,TRADE
NSW1,2020/10/22 15:00:00,7111.4,56.45,TRADE
NSW1,2020/10/22 15:30:00,7310.97,55.18,TRADE
NSW1,2020/10/22 16:00:00,7674.31,51.21,TRADE
NSW1,2020/10/22 16:30:00,7810.49,51.50,TRADE
NSW1,2020/10/22 17:00:00,8189.95,164.42,TRADE
NSW1,2020/10/22 17:30:00,8330.78,74.16,TRADE
NSW1,2020/10/22 18:00:00,8401,75.66,TRADE
NSW1,2020/10/22 18:30:00,8352.95,61.79,TRADE
NSW1,2020/10/22 19:00:00,8386.82,66.94,TRADE
NSW1,2020/10/22 19:30:00,8220.12,59.55,TRADE
NSW1,2020/10/22 20:00:00,8051.68,58.83,TRADE
NSW1,2020/10/22 20:30:00,7823.32,101.30,TRADE
NSW1,2020/10/22 21:00:00,7604.73,47.81,TRADE
NSW1,2020/10/22 21:30:00,7552.41,41.45,TRADE
NSW1,2020/10/22 22:00:00,7412.95,39.12,TRADE
NSW1,2020/10/22 22:30:00,7414.78,49.80,TRADE
NSW1,2020/10/22 23:00:00,7284.39,46.48,TRADE
NSW1,2020/10/22 23:30:00,7155.58,50.59,TRADE
NSW1,2020/10/23 00:00:00,7072.86,47.02,TRADE
NSW1,2020/10/23 00:30:00,6965.59,46.70,TRADE
NSW1,2020/10/23 01:00:00,6755.83,43.60,TRADE
NSW1,2020/10/23 01:30:00,6468.07,44.21,TRADE
NSW1,2020/10/23 02:00:00,6226.71,41,TRADE
NSW1,2020/10/23 02:30:00,6104.67,43.19,TRADE
NSW1,2020/10/23 03:00:00,6000.18,40.09,TRADE
NSW1,2020/10/23 03:30:00,5982.96,39.70,TRADE
NSW1,2020/10/23 04:00:00,6042.85,40.72,TRADE
NSW1,2020/10/23 04:30:00,6250.8,42.16,TRADE
NSW1,2020/10/23 05:00:00,6487.71,43.41,TRADE
NSW1,2020/10/23 05:30:00,6848.74,50.65,TRADE
NSW1,2020/10/23 06:00:00,7167.93,184.27,TRADE
NSW1,2020/10/23 06:30:00,7411.05,84.55,TRADE
NSW1,2020/10/23 07:00:00,7511.46,78.97,TRADE
NSW1,2020/10/23 07:30:00,7468.69,127.80,TRADE
NSW1,2020/10/23 08:00:00,7289.41,91.17,TRADE
